"DJ_return","log_volume","log_volatility"
0.004088,-0.084433,-9.93996607692806
0.005126,-0.026639,-9.98653247902864
0.003135,0.067677,-10.0684346040082
-0.001957,0.10014,-10.1638081866394
-0.008346,-0.148499,-10.0861712548969
0.003818,-0.055568,-10.1533876386135
0.004924,0.130992,-10.1918498562928
0.005216,0.226442,-10.2196439994339
0.004673,0.145261,-10.2605525725446
-6.7e-05,0.188526,-10.3658989558065
-0.005586,0.036387,-10.3668054213696
-0.005878,0.019188,-10.3570255671045
-0.000851,0.053474,-10.4598584607926
0.001179,0.192064,-10.5598419650175
0.001246,0.175944,-10.6585743941978
-0.003209,0.109147,-10.7164052424706
0.00118,-0.000626,-10.8148101460726
-0.000329,0.029137,-10.9195726531788
0.006266,0.099876,-10.8089976053223
0.001634,0.065547,-10.8997981590112
-0.001104,-0.071722,-10.9978528723569
0.000845,-0.112064,-11.098486740463
0.00765,0.216016,-10.8464482882507
0.003224,0.202196,-10.8941926111781
0.008076,0.374329,-10.6700259775451
0.00191,0.06662,-10.7580968094952
-0.002993,0.196954,-10.8177328776816
-0.005256,0.253551,-10.7805657443673
0.002055,0.126921,-10.8636215049077
0.008485,0.303763,-10.6197711272228
-0.000693,0.260644,-10.722947443216
-0.00479,0.095772,-10.718837621929
-0.004613,0.216546,-10.7226765286189
-0.000901,0.201591,-10.8239565010131
-0.006965,0.163829,-10.6897751086292
-0.006293,0.135925,-10.6185274390858
-0.003795,0.177465,-10.6605249311072
-0.001109,0.241601,-10.760070788908
-0.002813,0.090643,-10.8248471092247
-0.009829,-0.030233,-10.4988084486123
-0.007993,0.002606,-10.3750437463868
-0.002942,-0.042867,-10.4500571137839
0.00234,0.114612,-10.5346170115057
0.000937,-0.105428,-10.6363186255003
-0.001608,-0.109735,-10.7297913388191
-0.004758,-0.094088,-10.726324371859
-0.004781,-0.166106,-10.722229249078
0.006862,-0.05737,-10.6147005415357
0.002551,-0.103354,-10.6910399225277
-0.002818,-0.221739,-10.7583483398944
0.000139,-0.265855,-10.8636073999569
-0.001545,-0.283314,-10.9551994615533
-0.011227,-0.140326,-10.4718028214637
-0.012163,0.064133,-10.1195067921333
-0.009894,-0.024906,-9.9858779137931
0.006722,0.025455,-9.98774780824178
0.002207,-0.126272,-10.0814032294887
-0.00345,-0.198408,-10.1556596342109
0.002758,-0.416013,-10.2394983356434
0.005292,-0.222759,-10.2613532050871
0.007244,-0.181646,-10.2124406578641
0.000671,-0.219882,-10.3164393158402
-0.009494,-0.338351,-10.1573418893699
0.005816,-0.36388,-10.1702225547772
-0.002318,-0.307727,-10.2601182117412
-0.005008,-0.34465,-10.2888659560548
-7.1e-05,-0.241303,-10.3942096138993
-0.011825,-0.034688,-10.0890396017563
-0.004259,0.042648,-10.1470090816289
0.012234,-0.099621,-9.89868291332283
-0.001183,-0.234161,-10.0009522115649
-0.001173,-0.385989,-10.1029499782503
0.009295,-0.135567,-9.9977331791783
0.000213,-0.164194,-10.1029824506301
-0.001175,-0.191172,-10.2046061589249
-0.013532,0.066462,-9.87179297443602
0.007959,0.029582,-9.84929429710323
0.003028,-0.008549,-9.93553771564149
-0.008487,-0.382858,-9.88792547229142
-0.002572,-0.381763,-9.97891220651967
-0.006908,-0.230524,-9.97598900045662
0.001114,-0.087074,-10.0783868029229
0.001476,-0.474223,-10.1779986115179
0.005148,-0.21465,-10.2087108431982
0.006031,-0.177387,-10.2100075497592
-0.001735,-0.288801,-10.306322522492
0.006624,-0.169081,-10.2755247511193
0.024186,0.497623,-9.32111261576614
0.003142,0.294306,-9.41429631351009
0.005943,0.572598,-9.47265311777078
0.003916,0.271326,-9.55610716951468
-0.00772,0.137491,-9.57201421820477
0.021267,0.169564,-9.13418891772636
0.00924,0.611048,-9.15529079127371
0.014525,0.246851,-9.0602777511728
0.004956,0.242464,-9.1424191411577
-0.003754,0.336157,-9.23325941826548
0.001532,0.228403,-9.33595620404511
0.001145,0.345779,-9.43966775381989
-0.012796,0.256596,-9.33897497347601
-0.006325,0.037887,-9.39501433350581
0.006136,0.213131,-9.45128238027825
0.001091,0.265647,-9.55496041197975
0.007882,0.237308,-9.56734008293173
0.000508,0.166866,-9.67229123197679
0.002546,0.049807,-9.76628209257052
0.004262,0.226215,-9.83705021030092
0.001074,0.211177,-9.9400162763463
0.005297,0.197121,-9.98271216161027
0.001263,0.425283,-10.0842442543545
-0.005104,0.032806,-10.1225357512663
0.005855,0.165489,-10.1373008234015
-0.001131,0.10481,-10.2390752604682
-0.008207,0.087264,-10.1543523105053
0.00171,-0.008602,-10.251393910283
-0.003237,0.005152,-10.3243195284839
-0.00209,0.107161,-10.41499974527
-0.000264,0.106921,-10.5201015612607
-0.004527,0.094534,-10.544476153176
-0.005259,-0.002345,-10.5394909860303
-0.005343,-0.059842,-10.5316930432419
0.002379,0.100195,-10.6137507804821
0.000524,0.175479,-10.7178694690217
-0.004067,0.075027,-10.7434989570697
0.002382,0.112192,-10.8200718274898
-0.004119,0.066592,-10.8353351676472
0.005793,0.151114,-10.767281189881
-0.001752,0.168895,-10.8565859513029
0.004225,0.093947,-10.8640269766922
0.007072,0.214151,-10.714436768933
0.012349,0.397193,-10.2530512698602
-0.010098,0.249076,-10.0796816804242
0.002982,0.281324,-10.1617470132496
0.005205,0.349609,-10.192038001918
-0.001641,0.180429,-10.2894453710737
0.004991,0.248133,-10.3165245552208
-0.004466,0.549225,-10.3570573597986
-0.000263,0.175259,-10.462176570056
-0.011194,0.019428,-10.1708805800643
-0.003604,0.098424,-10.2392263381983
-0.002135,0.272935,-10.3305138412894
0.002946,0.079504,-10.4067475347465
0.000998,-0.009177,-10.508450244471
-0.000466,0.0592,-10.6129279495843
-0.002944,0.207485,-10.6798780907227
-0.001069,-0.037803,-10.7797367543732
-0.001616,-0.115652,-10.8712489629505
0.000547,0.052285,-10.9748637343323
0.00741,0.125946,-10.7755446760681
0.01001,0.270018,-10.4539185500945
0.008532,0.247921,-10.3120039109776
0.002604,0.446449,-10.3949439762553
-0.00039,0.128963,-10.499751609199
0.001365,0.022149,-10.5976240222813
-0.002732,0.021179,-10.6703226088872
-0.003534,0.277391,-10.7176405563581
-0.0044,0.098001,-10.7303238524445
-0.014993,0.01439,-10.0739734281544
-0.002469,0.017162,-10.1633990874056
-0.014163,0.184511,-9.81256881921552
0.003382,-0.140875,-9.89498182898225
-0.005768,-0.216738,-9.9295964425741
-0.000408,-0.279324,-10.0345780408785
-0.005599,0.04202,-10.0635159389538
-0.007774,-0.333608,-10.0225073777014
0.001445,-0.448493,-10.1226542719392
0.005019,-0.361841,-10.160647662139
-0.007497,-0.069053,-10.1162590797441
-0.000828,-0.499704,-10.2197386612095
0.012989,-0.286344,-9.91006634541636
0.004146,-0.085232,-9.97770303816152
-0.005861,-0.087762,-10.0040500415994
0.007228,-0.335174,-9.98863201874322
0.002019,-0.347184,-10.0841817142561
0.001115,-0.272509,-10.1862399292627
-0.000416,0.074051,-10.2910892653849
0.004538,-0.352291,-10.3312047113302
0.004238,-0.375598,-10.3771426402495
-0.002771,-0.375251,-10.4554650863496
0.000761,-0.249952,-10.5585954868308
0.001877,-0.5339,-10.6489984949664
0.004843,-0.479784,-10.650132560946
0.007293,-0.32422,-10.5328643819255
0.011587,-0.066692,-10.1936377349337
0.004057,-0.050857,-10.2512656198855
0.004041,-0.144993,-10.3065295986315
-0.006073,-0.182616,-10.2962217437605
-0.004065,0.064626,-10.3486168881355
0.001702,-0.045246,-10.4439778541483
0.004525,-0.025246,-10.4741130757955
0.001822,0.023069,-10.5665091012415
0.001007,0.270728,-10.6675057958519
0.000476,0.038496,-10.7717855809853
0.006502,-0.161854,-10.6751451819446
0.00838,0.11208,-10.4896245389064
-0.005386,0.32693,-10.4853731828413
6e-04,0.015318,-10.5893036711188
0.002129,0.003729,-10.6748670139151
0.006954,0.122322,-10.571261766633
0.007559,0.420682,-10.4554109032775
0.003659,0.101572,-10.5104085976612
0.003907,-0.110377,-10.5554052696026
-0.00046,0.009265,-10.6598638185855
-0.006779,0.199803,-10.5683870812989
-2e-04,-0.094689,-10.6735745264579
0.00039,-0.148656,-10.7782069706998
0.005616,-0.035488,-10.7282014284315
0.003761,0.4083,-10.7642972209808
0.008908,0.076638,-10.5210861705198
0,0.026103,-10.626446727388
-0.004506,-0.02425,-10.6428960774274
-0.00673,0.26346,-10.5569572012234
0.004797,0.006716,-10.5685683060285
-0.0037,-0.177454,-10.6164575125953
-0.006968,-0.126216,-10.5228903413154
0.001376,0.230015,-10.6204595023714
-0.004188,0.024172,-10.6490246285308
-0.002301,-0.246353,-10.7298854793912
0.003418,-0.099867,-10.7776061617234
0.001242,-0.177342,-10.874783723447
0.008724,0.025244,-10.6108184480885
0.005429,0.222294,-10.5914482064088
0.003344,0.124019,-10.648540846798
-0.003666,0.072907,-10.6928910403378
0.002062,0.08173,-10.7776502631144
-0.00226,0.040309,-10.8561793365466
0.00316,0.088689,-10.9056058169658
-0.001677,0.276178,-10.9940828632224
0.001998,0.102617,-11.0733919968774
0.004426,0.04023,-11.0474897527902
0.008345,0.16023,-10.7568710931681
-0.003242,0.1696,-10.8088620835261
0.008932,0.027614,-10.5506507883943
-0.001768,0.082955,-10.6428315628659
0.0019,0.086431,-10.73153071349
-0.007662,0.308648,-10.5755963990119
0.000562,0.077973,-10.6795812193234
0.001144,0.114871,-10.7786392201619
-0.001707,0.028668,-10.8685899238103
-0.000573,0.250481,-10.9720370882973
0.004248,0.166968,-10.9669670877686
-0.005078,0.121846,-10.9187928670503
-0.005557,0.039757,-10.8507149254359
0.004347,0.324634,-10.8532554433947
-0.008393,0.113282,-10.6188206301248
-0.013787,-0.089083,-10.1016148850895
-0.0015,-0.203736,-10.200894626563
0.002025,-0.378936,-10.2940659200735
-0.001825,-0.23232,-10.3885469938527
-0.007799,-0.15741,-10.2954163907251
-0.00144,-0.073231,-10.3939806240815
0.004208,-0.375926,-10.4370490212782
0.00438,-0.114891,-10.4722477736475
-0.016129,-0.120966,-9.87402428883883
-0.011749,0.090943,-9.71869571606363
-0.00484,-0.037274,-9.78168628966762
0.006718,-0.172513,-9.80197338459875
-0.002083,-0.125089,-9.89865942671617
-0.002618,-0.254092,-9.98897441945472
0.005639,-0.293233,-10.0201872252421
0.003677,-0.192519,-10.092336204546
0.007314,-0.089446,-10.0635203984317
-0.003255,-0.213726,-10.1416274896514
-0.004596,-0.269635,-10.1891290417281
-0.001537,-0.270574,-10.2875307568489
0.004667,-0.217429,-10.324226615873
0.006434,-0.084624,-10.2984540642745
-0.001714,-0.134741,-10.3941723709005
-0.001194,-0.266438,-10.4943713285394
0.000992,-0.173617,-10.5957946860344
-0.00033,-0.222367,-10.7006707928996
0.004297,-0.095374,-10.7188660979146
0.004152,-0.176809,-10.7411861667955
0.000845,-0.148426,-10.8428841814998
-0.001839,-0.14373,-10.9291920032092
0.00092,-0.051851,-11.0293191482001
0.000729,-0.141572,-11.131044284271
0.001246,-0.125527,-11.2247045377268
0.001181,-0.160273,-11.3185164237197
0.000126,-0.224314,-11.4237312221666
0.003796,-0.181991,-11.3923968684844
-0.000788,-0.226376,-11.4916670351239
-0.015061,-0.202081,-10.3536229880078
-0.007385,-0.132793,-10.2849263187434
-0.006164,-0.313922,-10.2737078215832
-0.009176,-0.256842,-10.1393033081424
-0.01393,-0.102294,-9.80908851496858
-0.004624,-0.133643,-9.87212959305002
0.006613,-0.385861,-9.88748625880919
-0.00303,-0.368659,-9.97297225923991
0.002411,-0.435928,-10.0645785608223
0.003771,-0.523311,-10.1334868005271
0.011903,-0.398964,-9.90504756872888
0.003907,-0.198196,-9.97699007724092
-0.010421,-0.357437,-9.85144079207544
-0.002587,-0.241027,-9.94278508463991
0.00652,-0.428158,-9.95443332836788
0.004124,-0.323951,-10.0207965005898
-0.00371,-0.443984,-10.0923478000513
-0.011378,-0.301937,-9.89948457515131
-0.003158,-0.44674,-9.98301507627303
-0.000277,-0.376823,-10.0881917054593
0.003699,-0.172073,-10.157635305178
0.005199,-0.309808,-10.1883945457513
0.008754,-0.253844,-10.0896318466889
-0.000141,-0.292948,-10.1949391206181
-0.003179,-0.474662,-10.2706862488456
0,-0.280738,-10.3760467645034
0.006759,-0.162959,-10.3305144543668
0.008176,-0.086608,-10.2307412903844
0.004929,-0.042517,-10.2638713658357
-0.002569,-0.051958,-10.3484233810468
-0.002318,-0.250568,-10.4353301606314
-0.003896,-0.23093,-10.4848608272611
-0.00923,-0.314718,-10.2985781623371
0.004767,-0.319266,-10.3316588050697
0.007339,-0.027302,-10.2684112814928
0.003135,-0.05345,-10.3427981104454
0.000611,-0.183211,-10.4468728700513
-0.000879,-0.341321,-10.5492825547138
-0.000751,-0.272125,-10.6522561170072
-0.009108,-0.262466,-10.428442527108
0.000682,-0.29126,-10.5320578376948
0.000757,-0.139287,-10.6350321692349
-0.007936,-0.208752,-10.4850976517534
0.001176,-0.183315,-10.5849718101603
-0.001035,-0.007443,-10.6856399510116
0.003872,-0.078869,-10.7206947780198
0.003035,0.020953,-10.7807542252075
0.001168,-0.086458,-10.8788501748383
0.009703,0.192492,-10.5427960010854
0.017068,0.459331,-9.84756025176053
-0.001011,0.146588,-9.95077582510959
0.00834,0.053831,-9.9059343434892
0.001858,0.080552,-10.0036345710077
0.003238,0.178638,-10.0835694592198
-0.00256,0.130578,-10.1716391915959
0.004243,0.061237,-10.2260170031268
-0.00215,0.022947,-10.3172911292457
-0.003907,-0.137135,-10.3726077321384
0.005321,0.064073,-10.3821441913204
0.006088,0.172685,-10.3627174276585
-0.003816,-0.00962,-10.4181281105858
0.002215,0.026478,-10.5054154550862
-0.008597,-0.194136,-10.3485450988788
-0.010229,-0.142324,-10.1443094490323
0.002651,0.020839,-10.2299922307298
-0.00183,0.142882,-10.3250921036004
-0.00273,-0.085618,-10.4055202806953
-0.000538,-0.270597,-10.50981687483
-0.008782,-0.109307,-10.3418756223299
-0.001855,-0.041663,-10.4354465887001
0.000683,-0.002146,-10.539044545817
-0.004693,-0.271496,-10.5560080856548
-0.002564,-0.068659,-10.6336904954474
-0.002086,-0.096997,-10.7191717008023
0.002011,0.034023,-10.804413923034
-0.006403,0.048685,-10.7074268621836
-0.007293,-0.1119,-10.5784259242736
-0.006075,-0.110203,-10.5344610058809
-0.008684,0.135567,-10.3660002688587
-0.013377,-0.008181,-9.98187924055966
0.002529,0.094428,-10.071987154183
-0.004121,-0.132881,-10.1336521941208
-0.006112,0.027215,-10.1396261752252
0.001534,-0.050184,-10.2383839514421
-0.005335,-0.059202,-10.2590277120149
-0.007063,-0.039606,-10.2175407054176
-0.006067,0.086684,-10.2167459279176
0.007254,-0.030342,-10.1737360762534
-0.00354,-0.117169,-10.2432531262435
-0.00438,-0.131294,-10.2904617756589
-0.000598,-0.261582,-10.3946540233502
0.003936,-0.300557,-10.4452828233173
0.003099,-0.169594,-10.51461760664
0.005454,-0.028925,-10.505057694619
0.006147,-0.141662,-10.4678560165656
-0.003289,-0.152327,-10.5318073786749
-0.014668,-0.216321,-9.99734361008885
-0.010081,-0.213624,-9.88111059461546
-0.016181,-0.006493,-9.53604281161813
0.005247,0.018215,-9.59990973944647
-0.010747,-0.322755,-9.53177324884589
-0.002387,-0.030309,-9.6284421880195
0.009713,-0.088997,-9.58603097295344
0.004405,-0.089682,-9.66047612115279
-0.00844,-0.281177,-9.64880595509295
-0.014167,-0.148349,-9.45721542601985
-0.007305,0.027965,-9.48943026316533
-0.001717,-0.152047,-9.59047214597059
-0.010301,-0.147023,-9.53677006417425
-0.014567,0.036031,-9.3593833350925
-0.00531,0.176932,-9.42902077297973
0.002018,0.307583,-9.52876622848322
0.014688,0.208627,-9.34926019903
0.013544,0.250544,-9.24419440753939
-0.004863,-0.092821,-9.32273590880169
-0.001643,-0.271056,-9.42474781941153
0.005646,-0.056074,-9.48715121759767
0.000472,-0.215819,-9.59218514949997
-0.002193,-0.291145,-9.68974808129721
-0.005632,-0.55948,-9.73975402096618
-0.008415,-0.391901,-9.71971871023195
-0.004722,-0.160884,-9.78466985232977
0.005054,-0.182131,-9.84084933583386
0.009363,-0.129501,-9.77817065669682
0.00825,-0.210597,-9.7582873806944
0.007235,0.081693,-9.76779038190285
-0.000564,-0.183185,-9.87253399526241
0.001978,-0.318809,-9.96949787624393
0.002847,-0.130082,-10.0558041153847
-0.006964,-0.312979,-10.0429480303563
-0.009571,-0.253573,-9.9380123328612
0.001529,-0.230806,-10.0380107511233
0.004392,-0.391917,-10.09550774946
0.009981,-0.255596,-9.96322333199
0.001266,-0.289501,-10.0648097865949
-0.002522,-0.262596,-10.153701215453
-0.012487,-0.1924,-9.8909530388091
-0.007053,-0.245377,-9.89271656841198
-0.009391,-0.311069,-9.8208642390304
0.004707,-0.032964,-9.88189906984898
0.015015,0.011175,-9.58826551043115
-0.002709,0.084344,-9.68179785755906
-0.001842,-0.051424,-9.78113329197775
0.007494,-0.062304,-9.78175286827112
0.001432,-0.016607,-9.88308726073971
-0.006127,-0.031807,-9.90987531089339
0.006043,-0.012674,-9.93672959759618
-0.00142,0.080966,-10.0374684175868
0.00166,-0.192528,-10.1358476964553
0.003648,0.153786,-10.2045748076413
-0.000156,0.016565,-10.3098624743993
-0.005719,-0.037902,-10.311650396263
-0.00694,-0.133213,-10.2677327932859
-0.007478,-0.078984,-10.2085447690071
-0.006069,-0.176269,-10.208588455786
-0.007654,-0.187498,-10.1512755488508
0.006116,0.04328,-10.1554396126324
-0.004234,0.124438,-10.2108201038592
0.001224,-0.172898,-10.3116648352671
-0.003924,-0.077578,-10.3668362550111
-0.005011,-0.044117,-10.3872198704474
0.00198,-0.036887,-10.4785459664024
0.003936,0.119963,-10.5245191157924
0.015176,0.226753,-9.96081374515603
0.015899,0.601922,-9.59938931568049
-0.002851,0.363816,-9.69151011083466
0.010439,0.570806,-9.61798204708868
-0.003236,0.216941,-9.7060012309058
0.003784,0.200195,-9.78557439201302
0.009074,0.391491,-9.74025181001021
0.01578,0.545586,-9.46033046329282
-0.005384,0.273024,-9.52516194487489
0.007602,0.312657,-9.54620927064235
-0.002299,0.073672,-9.64338707928073
-0.005151,0.094363,-9.70429068808407
-0.008825,0.092465,-9.67702774607949
0.002555,0.125808,-9.77089069645488
0.006423,0.145596,-9.79902988432243
-0.001695,-0.018333,-9.89865305756198
-0.001241,0.083909,-10.0006125180684
0.000703,0.06641,-10.1047641870979
0.00131,-0.020029,-10.2054681636095
0.006155,0.157879,-10.2029920350884
0.002982,0.095896,-10.2820362785607
-0.003831,-0.117127,-10.340873760916
-0.004383,0.095867,-10.3822164968733
-0.007199,0.065297,-10.3170963304927
-0.000694,-0.066927,-10.4208374129245
-0.007956,-0.110674,-10.3143354217443
0.003129,-0.026632,-10.3874207087452
-0.006184,-0.007595,-10.3636346375047
-0.010508,0.056005,-10.1405989516281
-0.009732,-0.142946,-10.0094642579999
-0.012506,-0.036283,-9.78810437200764
-0.006925,0.01786,-9.80274831857066
0.003993,-0.066301,-9.87657457750756
0.002194,-0.2831,-9.97157861648804
-0.008978,-0.138071,-9.90153106770138
-0.004594,-0.137354,-9.9611429369043
-0.010021,-0.008332,-9.85430984442393
0.003988,0.145333,-9.9265823972377
-0.004404,-0.025364,-9.98878534400695
-0.010126,-0.134434,-9.87247156008494
-0.001594,0.071521,-9.9723762151673
0.000255,0.092446,-10.0775816875754
-0.000587,-0.095998,-10.1820315050769
0.004025,0.013352,-10.2409252951082
-0.003361,-0.034129,-10.3117027386447
-0.013121,0.032312,-9.96254607632452
-0.005053,0.109525,-10.0094658145155
0.017842,0.324875,-9.53458975297489
0.007715,0.291758,-9.55243948984253
-0.004937,0.097894,-9.62037857074201
-0.002777,0.19035,-9.7129053754746
0.013131,0.01556,-9.54314743356496
0.004398,-0.529841,-9.61897650246572
-0.006641,0.085335,-9.65318138793782
0.002911,0.313652,-9.743986753014
0.007122,0.509519,-9.75758657958593
0.010984,-0.373651,-9.65452733768675
0.002604,-0.020766,-9.7482076819134
-0.009474,-0.024486,-9.69590687698006
-0.002305,-0.159827,-9.79172276805621
0.000324,-0.096146,-9.89687426858415
-0.004949,-0.224765,-9.94956730319711
-0.009555,-0.273829,-9.86226557402014
-0.00318,-0.170333,-9.94628837865282
-0.001079,-0.121443,-10.0489511082609
-0.002697,-0.053195,-10.1357911795374
-0.003113,0.01513,-10.2143481843356
-0.008379,-0.213781,-10.1266946058665
0.002291,-0.064102,-10.2175798585116
0.005666,-0.177677,-10.2297455327395
0.004884,-0.067432,-10.2642204330596
-0.013524,-0.073881,-9.91024009975374
-0.008625,-0.105801,-9.86166215759049
-0.00638,-0.208403,-9.8838266999954
-0.006764,-0.122171,-9.89416474526738
-0.01392,0.024621,-9.64422655977771
-0.005749,0.032654,-9.69445980201157
0.003194,0.112301,-9.7815982923043
0.014655,0.286988,-9.53452530761706
-0.003929,-0.087157,-9.6164462853562
-0.005622,-0.243512,-9.67043343353553
0.00334,-0.168848,-9.75634853995236
0.003858,-0.103634,-9.83355485615631
-0.012048,-0.171299,-9.67594297993895
0.014229,0.021798,-9.47501554453615
-0.002274,-0.181362,-9.57291913779691
-0.003062,-0.07968,-9.66342206816367
0.000531,-0.201137,-9.7682900985629
-0.008354,-0.164291,-9.74660603341843
0.012458,-0.001731,-9.59358445593923
0.001479,0.071945,-9.69538665677969
-0.000607,-0.107025,-9.80008222701744
-0.004021,-0.106448,-9.87354862837532
0.018205,0.092772,-9.43962964460781
-0.004998,-0.041446,-9.5106823776068
0.017043,0.066264,-9.25432935528223
0.003389,0.010181,-9.34643985933499
0.009173,-0.03826,-9.35003391169086
0.000927,-0.026474,-9.45429791434253
-0.000762,-0.066872,-9.55883628414498
-0.004365,-0.099308,-9.6346438634132
-0.007437,-0.208221,-9.65021961138238
0.001784,-0.234909,-9.75010282311686
-0.002028,-0.254797,-9.84765046682138
-0.002123,-0.254969,-9.94358585065447
-0.005631,-0.206362,-9.97816648765819
-0.009186,-0.269963,-9.89949911693039
0.003093,-0.240725,-9.98390551394187
0.00069,-0.16188,-10.088118814647
-0.003875,-0.247811,-10.1541307775529
-0.001727,-0.365101,-10.2510113533454
-7.9e-05,-0.4365,-10.3563524917748
0.013218,-0.245778,-9.98509182882353
0.020936,0.433298,-9.36928721837783
0.001164,0.002159,-9.47288544278816
-0.008123,-0.163725,-9.4871848505434
0.001172,-0.297083,-9.59053503447164
0.008202,-0.138777,-9.5921372456487
0.000417,-0.068139,-9.697215447031
-0.000669,-0.123591,-9.80176687305229
-0.000834,-0.288358,-9.90573267092938
0.000581,-0.273676,-10.01034095978
0,-0.204262,-10.1157015496226
0.001086,-0.202375,-10.2178282288733
-0.002577,-0.100925,-10.3031746853397
-0.005785,-0.228217,-10.3033372565787
-0.006818,-0.020468,-10.2653941577807
0.00261,-0.160037,-10.3492466695735
-0.008637,-0.072674,-10.2243949915352
9e-05,-0.003793,-10.3297306354372
-9e-05,-0.284281,-10.4350636526653
-0.00434,-0.256187,-10.4716210130698
-0.012898,-0.017286,-10.0746904315571
-0.015887,0.005363,-9.66984601837728
-0.004406,-0.054559,-9.74162196642067
-0.016379,-0.071138,-9.43682687974808
-0.014827,0.136825,-9.27493126781862
0.01787,0.359431,-9.05930568467229
-0.001792,-0.108736,-9.16160449499456
-0.00332,-0.295599,-9.25536483032412
-0.026338,0.028439,-8.76947015421347
-0.006768,-0.048424,-8.84260343807857
0.012114,0.25519,-8.84101241608569
0.006493,-0.153991,-8.91450339135957
-0.007413,-0.468505,-8.97544850319552
-0.01073,-0.504677,-8.98445976980542
-0.007747,-0.012957,-9.03797908775148
-0.015375,-0.019787,-8.94361869177185
-0.013129,0.243242,-8.91210122208611
0.025135,0.287511,-8.59814297702727
0.00084,-0.272066,-8.70307889223226
-0.016368,-0.134373,-8.64356342928292
-0.021712,0.177357,-8.48873305073477
-0.016843,0.42338,-8.45156183014603
-0.004641,0.110112,-8.5457809552682
-0.031931,0.156326,-8.19189565988852
-0.016032,0.444799,-8.1991009801836
0.049517,0.464568,-7.61580109508606
0.031101,0.537865,-7.52381179717752
0.023532,0.277321,-7.52128531933261
0.014063,0.29208,-7.58686169405378
-0.001056,0.180553,-7.69197771929232
0.005971,0.38221,-7.78869648300428
-0.010321,0.234982,-7.86589405241616
-0.016411,0.089371,-7.89614235384721
0.007454,-0.344861,-7.98505196782738
-1e-04,-0.471568,-8.09040895941552
-0.008333,-0.442671,-8.17090712547842
-0.014404,-0.368756,-8.19788927635197
-0.000307,-0.232903,-8.30321188557607
0.004593,-0.479374,-8.39915374419166
0.027125,0.013721,-8.19463878864688
-0.00224,-0.123175,-8.2979829654942
0.011303,-0.229011,-8.34790663902612
0.010802,-0.015695,-8.39998632171158
-0.006014,-0.244903,-8.48763050568709
-0.025457,-0.027831,-8.29322158303593
-0.008372,0.130712,-8.36793302209339
0.001876,-0.293689,-8.47161054679449
-0.008325,-0.180969,-8.54084623204883
-0.007193,-0.223623,-8.61719807411301
0.000907,-0.166031,-8.72205303802119
0.005995,-0.247844,-8.80320399455026
0.002179,-0.265912,-8.90505956961517
-0.019754,-0.161495,-8.7331476463213
-0.009368,-0.04735,-8.77976127665377
0.01884,-0.000223,-8.65687891169637
0.015536,0.1532,-8.61882843231225
0.010525,-0.079005,-8.6582822139729
0.003024,-0.384721,-8.7578110327089
0.001167,-0.391347,-8.86220922252682
0.012186,-0.203697,-8.85737208922605
0.016417,0.115303,-8.7717712968451
0.015962,0.243464,-8.70943478952209
-0.001593,0.070205,-8.81308823147777
-0.016264,-0.086209,-8.73816036276438
0.003594,0.139955,-8.83460896140285
0.010993,0.139618,-8.85176493511872
-0.003363,-0.126988,-8.94838311340128
-0.000192,-0.366847,-9.053711907252
0.001875,-0.172594,-9.15573950364715
0.005603,0.155539,-9.22860220889973
-0.001129,-0.032496,-9.33252133937261
-0.000831,0.075271,-9.43701615427968
-0.015319,-0.345685,-9.25940352340325
0.004058,-0.261448,-9.3457257106686
-0.001503,-0.341433,-9.44821755716895
-0.002749,-0.352843,-9.54298034112367
0.003976,-0.137475,-9.62413320956741
-0.016366,-0.347913,-9.35783937334864
-0.001921,-0.380639,-9.45845999480145
-0.002684,-0.365595,-9.55361352247473
-0.00464,-0.215573,-9.62580566568024
0.004922,-0.301812,-9.69119692168656
-0.002507,-0.420466,-9.78532343394551
0.010661,-0.106047,-9.68820199454073
0.010176,-0.068967,-9.62336014483846
0.007719,-0.03905,-9.63336103094888
0.021438,0.235852,-9.16236482523173
0.018831,0.570667,-8.94886419404852
-0.000803,0.486067,-9.05367257702859
0.001974,0.386784,-9.15533622134028
-0.000895,0.13417,-9.25985577406707
0.007892,0.235285,-9.29502130292948
-0.001607,-0.017204,-9.39726205313689
-0.008445,-0.050552,-9.41137672317113
-0.001994,-0.121636,-9.51135195561871
0.011341,0.248138,-9.44015160294338
0.007654,0.328742,-9.46677975328009
0.002577,0.431493,-9.56264786711914
-0.008717,0.373058,-9.55460732864982
-0.007439,0.058748,-9.57677968977344
0.001432,0.077868,-9.67885982315927
-0.006215,0.057517,-9.71790598203265
-0.008715,-0.132715,-9.69205535216115
0.004997,0.072924,-9.75347863798948
0.004445,0.321158,-9.82175329173024
0.001082,0.345146,-9.92472058637614
-0.0087,0.105723,-9.87154266721748
-0.005936,0.067629,-9.90380640336365
0.009202,0.398681,-9.83669993750743
0.006514,0.620392,-9.8575360803096
0.003235,0.573779,-9.94093420826028
-0.003682,0.217347,-10.0154905249889
0.002513,0.425228,-10.105270866729
-0.000263,0.231359,-10.2104435120918
0,-0.195135,-10.3158041787809
0.007178,0.264676,-10.2616524630669
0.013663,0.508071,-9.90106508907149
0.007376,0.52765,-9.89255829504743
0.001571,0.261972,-9.99251025998634
-0.008509,0.184255,-9.93585930942753
-0.010804,0.147236,-9.80383463426736
